FL_DATE,MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,DEST,CRS_DEP_TIME,DEP_DELAY,DEP_DEL15,ARR_DELAY,ARR_DEL15,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,DEP_HOUR,DEP_PERIOD,ORIGIN_REGION,DEST_REGION,AIRLINE_NAME,DELAY_COST_AIRLINE,DELAY_COST_PASSENGER,DELAY_COST_TOTAL,DISTANCE,AIR_TIME
2024-04-21,4,7,DL,DEN,ORD,1328,-2.7,0,-10.0,0,,,,,,13,Afternoon,North America,North America,Delta Air Lines,0.0,0.0,0.0,885,106
2024-04-21,4,7,DL,ORD,ATL,1035,7.3,0,3.1,0,,,,,,10,Morning,North America,North America,Delta Air Lines,541.66,343.1,884.76,606,73
2024-04-21,4,7,DL,ORD,LAX,2135,17.2,1,16.9,1,4.7,3.6,5.8,0.7,3.3,21,Night,North America,North America,Delta Air Lines,1276.24,808.4,2084.64,1740,209
2024-04-21,4,7,DL,ORD,SEA,1035,-5.2,0,-14.0,0,,,,,,10,Morning,North America,North America,Delta Air Lines,0.0,0.0,0.0,1715,206
2024-04-21,4,7,DL,LAX,ATL,1536,26.2,1,22.8,1,8.3,3.3,4.8,0.1,1.9,15,Afternoon,North America,North America,Delta Air Lines,1944.04,1231.4,3175.44,1941,233
2024-04-21,4,7,DL,JFK,LAX,1747,-3.7,0,-11.9,0,,,,,,17,Evening,North America,North America,Delta Air Lines,0.0,0.0,0.0,2468,296
2024-04-21,4,7,DL,JFK,SFO,923,-6.2,0,-5.8,0,,,,,,9,Morning,North America,North America,Delta Air Lines,0.0,0.0,0.0,2578,309
2024-04-21,4,7,DL,SFO,ATL,724,6.4,0,13.4,0,,,,,,7,Morning,North America,North America,Delta Air Lines,474.88,300.8,775.6800000000001,2133,256
2024-04-21,4,7,DL,SFO,DFW,1217,-0.3,0,-4.6,0,,,,,,12,Afternoon,North America,North America,Delta Air Lines,0.0,0.0,0.0,1460,175
2024-04-21,4,7,DL,SFO,JFK,522,4.3,0,6.9,0,,,,,,5,Morning,North America,North America,Delta Air Lines,319.06,202.1,521.16,2578,309
2024-04-21,4,7,DL,SFO,MIA,1729,22.1,1,25.8,1,6.1,4.0,7.3,0.1,2.2,17,Evening,North America,North America,Delta Air Lines,1639.82,1038.7,2678.52,2580,310
2024-04-21,4,7,DL,SFO,SEA,1057,8.1,0,8.9,0,,,,,,10,Morning,North America,North America,Delta Air Lines,601.02,380.7,981.72,679,81
2024-04-21,4,7,DL,MIA,JFK,658,0.5,0,-5.0,0,,,,,,6,Morning,North America,North America,Delta Air Lines,37.1,23.5,60.6,1091,131
2024-04-21,4,7,DL,SEA,DFW,850,-6.1,0,0.8,0,,,,,,8,Morning,North America,North America,Delta Air Lines,0.0,0.0,0.0,1657,199
2024-04-21,4,7,DL,SEA,ORD,1213,5.9,0,10.1,0,,,,,,12,Afternoon,North America,North America,Delta Air Lines,437.78,277.3,715.0799999999999,1715,206
2024-04-21,4,7,UA,ATL,DFW,1445,16.0,1,16.9,1,3.8,4.3,4.6,0.1,1.4,14,Afternoon,North America,North America,United Airlines,1187.2,752.0,1939.2,729,87
2024-04-21,4,7,UA,ATL,ORD,2246,8.5,0,6.2,0,,,,,,22,Night,North America,North America,United Airlines,630.7,399.5,1030.2,606,73
2024-04-21,4,7,UA,ATL,SFO,2010,9.1,0,7.4,0,,,,,,20,Evening,North America,North America,United Airlines,675.22,427.7,1102.92,2133,256
2024-04-21,4,7,UA,ATL,MIA,2136,12.4,0,14.9,0,,,,,,21,Night,North America,North America,United Airlines,920.08,582.8,1502.88,596,72
2024-04-21,4,7,UA,DEN,ATL,724,-5.7,0,-5.4,0,,,,,,7,Morning,North America,North America,United Airlines,0.0,0.0,0.0,1196,144
2024-04-21,4,7,UA,DEN,JFK,1343,0.1,0,8.4,0,,,,,,13,Afternoon,North America,North America,United Airlines,7.42,4.7,12.120000000000001,1621,195
2024-04-21,4,7,UA,ORD,DFW,1744,23.5,1,29.8,1,5.0,4.1,6.5,0.6,4.0,17,Evening,North America,North America,United Airlines,1743.7,1104.5,2848.2,801,96
2024-04-21,4,7,UA,ORD,SFO,55,95.7,1,87.8,1,32.1,31.7,25.6,3.1,14.2,0,Night,North America,North America,United Airlines,7100.94,4497.9,11598.84,1840,221
2024-04-21,4,7,UA,LAX,MIA,1446,1.0,0,4.7,0,,,,,,14,Afternoon,North America,North America,United Airlines,74.2,47.0,121.2,2336,280
2024-04-21,4,7,UA,JFK,ATL,1610,-8.6,0,-14.6,0,,,,,,16,Afternoon,North America,North America,United Airlines,0.0,0.0,0.0,759,91
2024-04-21,4,7,UA,SFO,MIA,1059,-7.8,0,-5.7,0,,,,,,10,Morning,North America,North America,United Airlines,0.0,0.0,0.0,2580,310
2024-04-21,4,7,UA,MIA,ATL,739,-2.7,0,-2.0,0,,,,,,7,Morning,North America,North America,United Airlines,0.0,0.0,0.0,596,72
2024-04-21,4,7,UA,MIA,ORD,2115,4.0,0,9.1,0,,,,,,21,Night,North America,North America,United Airlines,296.8,188.0,484.8,1198,144
2024-04-21,4,7,UA,MIA,SFO,1304,4.6,0,-2.9,0,,,,,,13,Afternoon,North America,North America,United Airlines,341.32,216.2,557.52,2580,310
2024-04-21,4,7,UA,SEA,ATL,815,13.0,0,6.0,0,,,,,,8,Morning,North America,North America,United Airlines,964.6,611.0,1575.6,2176,261
2024-04-21,4,7,UA,SEA,DFW,1404,13.7,0,22.9,1,,,,,,14,Afternoon,North America,North America,United Airlines,1016.54,643.9,1660.44,1657,199
2024-04-21,4,7,WN,ATL,LAX,1630,-7.8,0,-0.5,0,,,,,,16,Afternoon,North America,North America,Southwest Airlines,0.0,0.0,0.0,1941,233
2024-04-21,4,7,WN,ATL,SFO,705,7.8,0,14.8,0,,,,,,7,Morning,North America,North America,Southwest Airlines,578.76,366.6,945.36,2133,256
2024-04-21,4,7,WN,DFW,JFK,1444,4.1,0,-5.6,0,,,,,,14,Afternoon,North America,North America,Southwest Airlines,304.22,192.7,496.92,1388,167
2024-04-21,4,7,WN,DFW,SFO,1049,-9.5,0,-17.3,0,,,,,,10,Morning,North America,North America,Southwest Airlines,0.0,0.0,0.0,1460,175
2024-04-21,4,7,WN,DFW,MIA,1757,-8.3,0,-14.9,0,,,,,,17,Evening,North America,North America,Southwest Airlines,0.0,0.0,0.0,1119,134
2024-04-21,4,7,WN,DEN,ATL,1123,16.0,1,9.6,0,8.2,3.9,5.1,0.6,1.4,11,Morning,North America,North America,Southwest Airlines,1187.2,752.0,1939.2,1196,144
2024-04-21,4,7,WN,DEN,DFW,1654,31.9,1,32.1,1,13.5,10.5,11.1,0.8,6.2,16,Afternoon,North America,North America,Southwest Airlines,2366.98,1499.3,3866.2799999999997,640,77
2024-04-21,4,7,WN,DEN,LAX,1840,-5.3,0,2.4,0,,,,,,18,Evening,North America,North America,Southwest Airlines,0.0,0.0,0.0,860,103
2024-04-21,4,7,WN,ORD,DEN,22,6.9,0,8.3,0,,,,,,0,Night,North America,North America,Southwest Airlines,511.98,324.3,836.28,885,106
2024-04-21,4,7,WN,LAX,DFW,2202,-2.0,0,0.9,0,,,,,,22,Night,North America,North America,Southwest Airlines,0.0,0.0,0.0,1231,148
2024-04-21,4,7,WN,LAX,DEN,1849,16.0,1,7.8,0,7.7,4.3,5.5,0.1,1.5,18,Evening,North America,North America,Southwest Airlines,1187.2,752.0,1939.2,860,103
2024-04-21,4,7,WN,LAX,JFK,855,16.0,1,7.1,0,2.9,5.2,4.0,0.0,3.1,8,Morning,North America,North America,Southwest Airlines,1187.2,752.0,1939.2,2468,296
2024-04-21,4,7,WN,JFK,ATL,1205,24.1,1,15.0,0,12.1,4.7,6.1,0.4,2.2,12,Afternoon,North America,North America,Southwest Airlines,1788.22,1132.7,2920.92,759,91
2024-04-21,4,7,WN,JFK,DFW,1058,4.2,0,7.2,0,,,,,,10,Morning,North America,North America,Southwest Airlines,311.64,197.4,509.03999999999996,1388,167
2024-04-21,4,7,WN,JFK,DEN,1608,-4.3,0,-9.1,0,,,,,,16,Afternoon,North America,North America,Southwest Airlines,0.0,0.0,0.0,1621,195
2024-04-21,4,7,WN,JFK,LAX,822,4.5,0,-1.1,0,,,,,,8,Morning,North America,North America,Southwest Airlines,333.9,211.5,545.4,2468,296
2024-04-21,4,7,WN,JFK,SFO,857,4.8,0,-3.4,0,,,,,,8,Morning,North America,North America,Southwest Airlines,356.16,225.6,581.76,2578,309
2024-04-21,4,7,WN,JFK,SEA,1403,10.0,0,19.0,1,,,,,,14,Afternoon,North America,North America,Southwest Airlines,742.0,470.0,1212.0,2413,290
2024-04-21,4,7,WN,SFO,MIA,738,1.8,0,1.9,0,,,,,,7,Morning,North America,North America,Southwest Airlines,133.56,84.6,218.16,2580,310
2024-04-21,4,7,WN,MIA,ORD,904,-10.0,0,-12.5,0,,,,,,9,Morning,North America,North America,Southwest Airlines,0.0,0.0,0.0,1198,144
2024-04-21,4,7,WN,MIA,LAX,607,10.6,0,1.0,0,,,,,,6,Morning,North America,North America,Southwest Airlines,786.52,498.2,1284.72,2336,280
2024-04-21,4,7,WN,SEA,ATL,537,11.2,0,19.6,1,,,,,,5,Morning,North America,North America,Southwest Airlines,831.04,526.4,1357.44,2176,261
2024-04-21,4,7,WN,SEA,DFW,2214,13.6,0,19.0,1,,,,,,22,Night,North America,North America,Southwest Airlines,1009.12,639.2,1648.3200000000002,1657,199
2024-04-21,4,7,WN,SEA,ORD,2209,0.3,0,0.5,0,,,,,,22,Night,North America,North America,Southwest Airlines,22.26,14.1,36.36,1715,206
2024-04-21,4,7,AA,JFK,FRA,1834,-5.2,0,-13.1,0,,,,,,18,Evening,North America,Europe,American Airlines,0.0,0.0,0.0,3843,461
2024-04-21,4,7,AA,LAX,CDG,944,8.5,0,14.4,0,,,,,,9,Morning,North America,Europe,American Airlines,630.7,399.5,1030.2,5652,678
2024-04-21,4,7,AA,ORD,LHR,1618,16.0,1,12.6,0,6.3,2.9,3.3,0.6,2.5,16,Afternoon,North America,Europe,American Airlines,1187.2,752.0,1939.2,3940,473
2024-04-21,4,7,UA,JFK,FRA,612,16.0,1,21.1,1,5.6,5.2,5.6,0.5,1.1,6,Morning,North America,Europe,United Airlines,1187.2,752.0,1939.2,3843,461
2024-04-21,4,7,UA,MIA,FRA,734,16.0,1,10.5,0,5.9,2.7,5.3,0.0,2.0,7,Morning,North America,Europe,United Airlines,1187.2,752.0,1939.2,4820,578
2024-04-21,4,7,QR,LAX,DOH,1516,-4.0,0,4.5,0,,,,,,15,Afternoon,North America,Middle East,Qatar Airways,0.0,0.0,0.0,8287,994
2024-04-21,4,7,BA,LHR,IST,1957,4.6,0,2.1,0,,,,,,19,Evening,Europe,Europe,British Airways,341.32,216.2,557.52,1545,185
2024-04-21,4,7,BA,CDG,FCO,1910,25.0,1,16.2,1,6.5,8.6,7.3,0.5,1.7,19,Evening,Europe,Europe,British Airways,1855.0,1175.0,3030.0,683,82
2024-04-21,4,7,BA,FRA,CDG,2144,36.5,1,42.2,1,17.7,8.7,11.8,0.8,5.1,21,Night,Europe,Europe,British Airways,2708.3,1715.5,4423.8,279,33
2024-04-21,4,7,BA,FRA,MAD,1230,-4.0,0,-6.5,0,,,,,,12,Afternoon,Europe,Europe,British Airways,0.0,0.0,0.0,882,106
2024-04-21,4,7,BA,FRA,MUC,722,16.0,1,18.2,1,6.8,4.5,4.2,0.4,2.2,7,Morning,Europe,Europe,British Airways,1187.2,752.0,1939.2,186,22
2024-04-21,4,7,BA,FRA,BCN,1358,33.1,1,36.0,1,10.1,10.1,7.5,0.8,3.1,13,Afternoon,Europe,Europe,British Airways,2456.02,1555.7,4011.7200000000003,679,81
2024-04-21,4,7,BA,FRA,LGW,855,0.0,0,6.0,0,,,,,,8,Morning,Europe,Europe,British Airways,0.0,0.0,0.0,391,47
2024-04-21,4,7,BA,MAD,FCO,841,-8.2,0,-5.7,0,,,,,,8,Morning,Europe,Europe,British Airways,0.0,0.0,0.0,826,99
2024-04-21,4,7,BA,FCO,LHR,2022,6.6,0,0.3,0,,,,,,20,Evening,Europe,Europe,British Airways,489.72,310.2,799.9200000000001,896,108
2024-04-21,4,7,BA,IST,LHR,1548,-2.1,0,1.3,0,,,,,,15,Afternoon,Europe,Europe,British Airways,0.0,0.0,0.0,1545,185
2024-04-21,4,7,BA,IST,AMS,1404,16.0,1,13.5,0,4.0,4.2,4.2,0.1,2.4,14,Afternoon,Europe,Europe,British Airways,1187.2,752.0,1939.2,1356,163
2024-04-21,4,7,BA,IST,MAD,1457,-5.0,0,-11.6,0,,,,,,14,Afternoon,Europe,Europe,British Airways,0.0,0.0,0.0,1678,201
2024-04-21,4,7,BA,IST,LGW,609,-0.4,0,7.0,0,,,,,,6,Morning,Europe,Europe,British Airways,0.0,0.0,0.0,1528,183
2024-04-21,4,7,BA,MUC,AMS,1819,28.5,1,35.7,1,10.6,4.0,10.3,0.3,4.3,18,Evening,Europe,Europe,British Airways,2114.7,1339.5,3454.2,412,49
2024-04-21,4,7,BA,MUC,MAD,701,16.0,1,8.5,0,8.4,2.2,4.8,0.0,1.6,7,Morning,Europe,Europe,British Airways,1187.2,752.0,1939.2,928,111
2024-04-21,4,7,BA,MUC,LGW,743,6.2,0,15.2,1,,,,,,7,Morning,Europe,Europe,British Airways,460.04,291.4,751.44,567,68
2024-04-21,4,7,BA,BCN,FRA,1017,-4.1,0,-11.1,0,,,,,,10,Morning,Europe,Europe,British Airways,0.0,0.0,0.0,679,81
2024-04-21,4,7,BA,BCN,FCO,1659,31.8,1,22.8,1,6.3,5.1,9.7,0.9,2.3,16,Afternoon,Europe,Europe,British Airways,2359.56,1494.6,3854.16,526,63
2024-04-21,4,7,BA,LGW,FRA,1626,10.5,0,20.4,1,,,,,,16,Afternoon,Europe,Europe,British Airways,779.1,493.5,1272.6,391,47
2024-04-21,4,7,BA,LGW,BCN,2033,12.2,0,12.2,0,,,,,,20,Evening,Europe,Europe,British Airways,905.24,573.4,1478.6399999999999,689,83
2024-04-21,4,7,LH,CDG,MAD,2137,159.3,1,153.3,1,43.0,22.8,53.2,5.2,28.4,21,Night,Europe,Europe,Lufthansa,11820.06,7487.1,19307.16,659,79
2024-04-21,4,7,LH,FRA,MAD,2312,83.3,1,86.8,1,18.5,29.5,22.5,0.2,9.4,23,Night,Europe,Europe,Lufthansa,6180.86,3915.1,10095.96,882,106
2024-04-21,4,7,LH,AMS,CDG,2041,16.0,1,19.9,1,4.4,2.2,4.2,0.1,3.0,20,Evening,Europe,Europe,Lufthansa,1187.2,752.0,1939.2,248,30
2024-04-21,4,7,LH,AMS,MUC,1301,65.0,1,63.3,1,32.5,12.4,15.8,0.9,10.3,13,Afternoon,Europe,Europe,Lufthansa,4823.0,3055.0,7878.0,412,49
2024-04-21,4,7,LH,FCO,MUC,632,9.3,0,0.1,0,,,,,,6,Morning,Europe,Europe,Lufthansa,690.06,437.1,1127.1599999999999,453,54
2024-04-21,4,7,LH,IST,FRA,708,-8.5,0,-11.0,0,,,,,,7,Morning,Europe,Europe,Lufthansa,0.0,0.0,0.0,1141,137
2024-04-21,4,7,LH,IST,AMS,2034,-3.7,0,-2.3,0,,,,,,20,Evening,Europe,Europe,Lufthansa,0.0,0.0,0.0,1356,163
2024-04-21,4,7,LH,IST,MAD,1856,-0.6,0,-4.2,0,,,,,,18,Evening,Europe,Europe,Lufthansa,0.0,0.0,0.0,1678,201
2024-04-21,4,7,LH,IST,FCO,849,6.8,0,15.5,1,,,,,,8,Morning,Europe,Europe,Lufthansa,504.56,319.6,824.1600000000001,853,102
2024-04-21,4,7,LH,IST,BCN,437,16.0,1,19.3,1,7.2,5.8,5.2,0.4,2.0,4,Night,Europe,Europe,Lufthansa,1187.2,752.0,1939.2,1378,165
2024-04-21,4,7,AF,LHR,AMS,338,91.8,1,89.9,1,21.4,12.9,27.6,0.7,6.1,3,Night,Europe,Europe,Air France,6811.56,4314.6,11126.16,230,28
2024-04-21,4,7,AF,LHR,MUC,1814,2.2,0,11.4,0,,,,,,18,Evening,Europe,Europe,Air France,163.24,103.4,266.64,584,70
2024-04-21,4,7,AF,FRA,CDG,1839,9.7,0,13.7,0,,,,,,18,Evening,Europe,Europe,Air France,719.74,455.9,1175.6399999999999,279,33
2024-04-21,4,7,AF,FRA,FCO,16,-3.7,0,4.5,0,,,,,,0,Night,Europe,Europe,Air France,0.0,0.0,0.0,595,71
2024-04-21,4,7,AF,FRA,IST,1332,10.6,0,10.1,0,,,,,,13,Afternoon,Europe,Europe,Air France,786.52,498.2,1284.72,1141,137
2024-04-21,4,7,AF,FCO,FRA,802,-3.2,0,-4.6,0,,,,,,8,Morning,Europe,Europe,Air France,0.0,0.0,0.0,595,71
2024-04-21,4,7,AF,IST,LHR,1421,4.5,0,1.2,0,,,,,,14,Afternoon,Europe,Europe,Air France,333.9,211.5,545.4,1545,185
2024-04-21,4,7,AF,IST,FRA,2019,-5.1,0,-10.8,0,,,,,,20,Evening,Europe,Europe,Air France,0.0,0.0,0.0,1141,137
2024-04-21,4,7,AF,MUC,FRA,2139,16.0,1,10.4,0,7.6,2.3,3.2,0.3,1.2,21,Night,Europe,Europe,Air France,1187.2,752.0,1939.2,186,22
2024-04-21,4,7,AF,MUC,IST,738,-9.5,0,-14.9,0,,,,,,7,Morning,Europe,Europe,Air France,0.0,0.0,0.0,961,115
2024-04-21,4,7,AF,BCN,CDG,1421,4.9,0,1.3,0,,,,,,14,Afternoon,Europe,Europe,Air France,363.58,230.3,593.88,533,64
2024-04-21,4,7,AF,BCN,FRA,1826,6.7,0,9.5,0,,,,,,18,Evening,Europe,Europe,Air France,497.14,314.9,812.04,679,81
2024-04-21,4,7,KL,LHR,FRA,553,16.0,1,23.2,1,5.1,4.1,4.4,0.3,2.3,5,Morning,Europe,Europe,KLM Royal Dutch,1187.2,752.0,1939.2,406,49
2024-04-21,4,7,KL,CDG,IST,1821,11.7,0,17.1,1,,,,,,18,Evening,Europe,Europe,KLM Royal Dutch,868.14,549.9,1418.04,1375,165
2024-04-21,4,7,KL,FRA,IST,1538,8.8,0,12.4,0,,,,,,15,Afternoon,Europe,Europe,KLM Royal Dutch,652.96,413.6,1066.56,1141,137
2024-04-21,4,7,KL,AMS,IST,613,11.4,0,10.9,0,,,,,,6,Morning,Europe,Europe,KLM Royal Dutch,845.88,535.8,1381.6799999999998,1356,163
2024-04-21,4,7,KL,AMS,MUC,747,-9.0,0,-9.6,0,,,,,,7,Morning,Europe,Europe,KLM Royal Dutch,0.0,0.0,0.0,412,49
2024-04-21,4,7,KL,AMS,LGW,1945,-9.4,0,-13.5,0,,,,,,19,Evening,Europe,Europe,KLM Royal Dutch,0.0,0.0,0.0,226,27
2024-04-21,4,7,KL,MAD,AMS,1754,0.7,0,9.4,0,,,,,,17,Evening,Europe,Europe,KLM Royal Dutch,51.94,32.9,84.84,906,109
2024-04-21,4,7,KL,FCO,AMS,644,-7.9,0,-10.0,0,,,,,,6,Morning,Europe,Europe,KLM Royal Dutch,0.0,0.0,0.0,805,97
2024-04-21,4,7,KL,IST,LGW,2028,-4.9,0,-7.2,0,,,,,,20,Evening,Europe,Europe,KLM Royal Dutch,0.0,0.0,0.0,1528,183
2024-04-21,4,7,KL,MUC,FRA,221,6.4,0,5.8,0,,,,,,2,Night,Europe,Europe,KLM Royal Dutch,474.88,300.8,775.6800000000001,186,22
2024-04-21,4,7,KL,MUC,IST,1826,-2.2,0,4.2,0,,,,,,18,Evening,Europe,Europe,KLM Royal Dutch,0.0,0.0,0.0,961,115
2024-04-21,4,7,KL,MUC,BCN,1139,2.8,0,-5.9,0,,,,,,11,Morning,Europe,Europe,KLM Royal Dutch,207.76,131.6,339.36,679,81
2024-04-21,4,7,KL,BCN,LHR,1652,-4.8,0,2.2,0,,,,,,16,Afternoon,Europe,Europe,KLM Royal Dutch,0.0,0.0,0.0,713,86
2024-04-21,4,7,KL,LGW,FRA,1700,13.4,0,19.6,1,,,,,,17,Evening,Europe,Europe,KLM Royal Dutch,994.28,629.8,1624.08,391,47
2024-04-21,4,7,KL,LGW,AMS,2110,-0.8,0,6.2,0,,,,,,21,Night,Europe,Europe,KLM Royal Dutch,0.0,0.0,0.0,226,27
2024-04-21,4,7,TK,LHR,FCO,523,16.0,1,9.4,0,3.4,4.6,3.0,0.2,1.4,5,Morning,Europe,Europe,Turkish Airlines,1187.2,752.0,1939.2,896,108
2024-04-21,4,7,TK,LHR,LGW,1505,16.0,1,25.2,1,2.9,5.0,2.9,0.3,1.3,15,Afternoon,Europe,Europe,Turkish Airlines,1187.2,752.0,1939.2,25,3
2024-04-21,4,7,TK,CDG,AMS,1527,38.9,1,34.1,1,17.0,14.5,11.9,0.2,4.2,15,Afternoon,Europe,Europe,Turkish Airlines,2886.38,1828.3,4714.68,248,30
2024-04-21,4,7,TK,CDG,MAD,955,-9.6,0,-8.7,0,,,,,,9,Morning,Europe,Europe,Turkish Airlines,0.0,0.0,0.0,659,79
2024-04-21,4,7,TK,FRA,LHR,131,7.8,0,-0.6,0,,,,,,1,Night,Europe,Europe,Turkish Airlines,578.76,366.6,945.36,406,49
2024-04-21,4,7,TK,FRA,MAD,1317,9.0,0,7.4,0,,,,,,13,Afternoon,Europe,Europe,Turkish Airlines,667.8,423.0,1090.8,882,106
2024-04-21,4,7,TK,FRA,MUC,2200,-1.2,0,-11.1,0,,,,,,22,Night,Europe,Europe,Turkish Airlines,0.0,0.0,0.0,186,22
2024-04-21,4,7,TK,AMS,CDG,1917,86.7,1,78.6,1,40.5,25.9,27.9,1.2,16.8,19,Evening,Europe,Europe,Turkish Airlines,6433.14,4074.9,10508.04,248,30
2024-04-21,4,7,TK,AMS,MUC,1727,0.5,0,8.7,0,,,,,,17,Evening,Europe,Europe,Turkish Airlines,37.1,23.5,60.6,412,49
2024-04-21,4,7,TK,MAD,FRA,1732,-6.7,0,-12.7,0,,,,,,17,Evening,Europe,Europe,Turkish Airlines,0.0,0.0,0.0,882,106
2024-04-21,4,7,TK,FCO,LHR,708,-5.2,0,-6.1,0,,,,,,7,Morning,Europe,Europe,Turkish Airlines,0.0,0.0,0.0,896,108
2024-04-21,4,7,TK,IST,FRA,2030,28.3,1,30.8,1,8.4,3.6,6.5,0.1,3.5,20,Evening,Europe,Europe,Turkish Airlines,2099.86,1330.1,3429.96,1141,137
2024-04-21,4,7,TK,LGW,LHR,518,13.0,0,7.2,0,,,,,,5,Morning,Europe,Europe,Turkish Airlines,964.6,611.0,1575.6,25,3
2024-04-21,4,7,TK,LGW,AMS,1747,-2.5,0,-3.5,0,,,,,,17,Evening,Europe,Europe,Turkish Airlines,0.0,0.0,0.0,226,27
2024-04-21,4,7,TK,LGW,MUC,1727,37.7,1,33.7,1,6.9,4.9,13.4,0.6,7.2,17,Evening,Europe,Europe,Turkish Airlines,2797.34,1771.9,4569.24,567,68
2024-04-21,4,7,FR,LHR,CDG,859,-8.9,0,-0.7,0,,,,,,8,Morning,Europe,Europe,Ryanair,0.0,0.0,0.0,215,26
2024-04-21,4,7,FR,LHR,AMS,1448,10.7,0,11.5,0,,,,,,14,Afternoon,Europe,Europe,Ryanair,793.94,502.9,1296.8400000000001,230,28
2024-04-21,4,7,FR,LHR,MAD,259,5.4,0,-4.4,0,,,,,,2,Night,Europe,Europe,Ryanair,400.68,253.8,654.48,772,93
2024-04-21,4,7,FR,LHR,BCN,2330,1.5,0,-3.5,0,,,,,,23,Night,Europe,Europe,Ryanair,111.3,70.5,181.8,713,86
2024-04-21,4,7,FR,LHR,LGW,1648,1.3,0,9.4,0,,,,,,16,Afternoon,Europe,Europe,Ryanair,96.46,61.1,157.56,25,3
2024-04-21,4,7,FR,CDG,FCO,1020,-0.9,0,-1.5,0,,,,,,10,Morning,Europe,Europe,Ryanair,0.0,0.0,0.0,683,82
2024-04-21,4,7,FR,CDG,LGW,1318,43.1,1,33.5,1,16.3,12.8,15.3,0.1,5.1,13,Afternoon,Europe,Europe,Ryanair,3198.02,2025.7,5223.72,191,23
2024-04-21,4,7,FR,FRA,LHR,1019,11.3,0,16.5,1,,,,,,10,Morning,Europe,Europe,Ryanair,838.46,531.1,1369.56,406,49
2024-04-21,4,7,FR,FRA,MUC,1135,11.7,0,17.3,1,,,,,,11,Morning,Europe,Europe,Ryanair,868.14,549.9,1418.04,186,22
2024-04-21,4,7,FR,MAD,LHR,718,-2.6,0,6.5,0,,,,,,7,Morning,Europe,Europe,Ryanair,0.0,0.0,0.0,772,93
2024-04-21,4,7,FR,MAD,FRA,842,5.0,0,2.6,0,,,,,,8,Morning,Europe,Europe,Ryanair,371.0,235.0,606.0,882,106
2024-04-21,4,7,FR,IST,CDG,741,-1.9,0,5.2,0,,,,,,7,Morning,Europe,Europe,Ryanair,0.0,0.0,0.0,1375,165
2024-04-21,4,7,FR,IST,MUC,2052,3.6,0,-6.3,0,,,,,,20,Evening,Europe,Europe,Ryanair,267.12,169.2,436.32,961,115
2024-04-21,4,7,FR,IST,LGW,1518,16.0,1,24.7,1,7.3,5.6,2.9,0.1,2.8,15,Afternoon,Europe,Europe,Ryanair,1187.2,752.0,1939.2,1528,183
2024-04-21,4,7,FR,MUC,FCO,959,9.9,0,14.8,0,,,,,,9,Morning,Europe,Europe,Ryanair,734.58,465.3,1199.88,453,54
2024-04-21,4,7,FR,BCN,FCO,1942,-8.1,0,-12.5,0,,,,,,19,Evening,Europe,Europe,Ryanair,0.0,0.0,0.0,526,63
2024-04-21,4,7,U2,LHR,FRA,1511,10.9,0,2.8,0,,,,,,15,Afternoon,Europe,Europe,EasyJet,808.78,512.3,1321.08,406,49
2024-04-21,4,7,U2,LHR,IST,1058,7.3,0,4.0,0,,,,,,10,Morning,Europe,Europe,EasyJet,541.66,343.1,884.76,1545,185
2024-04-21,4,7,U2,CDG,FRA,1613,-1.5,0,-2.9,0,,,,,,16,Afternoon,Europe,Europe,EasyJet,0.0,0.0,0.0,279,33
2024-04-21,4,7,U2,CDG,AMS,1021,-6.3,0,2.8,0,,,,,,10,Morning,Europe,Europe,EasyJet,0.0,0.0,0.0,248,30
2024-04-21,4,7,U2,CDG,BCN,1627,16.0,1,7.5,0,5.3,3.9,3.0,0.4,2.4,16,Afternoon,Europe,Europe,EasyJet,1187.2,752.0,1939.2,533,64
2024-04-21,4,7,U2,FRA,AMS,246,-9.3,0,-17.8,0,,,,,,2,Night,Europe,Europe,EasyJet,0.0,0.0,0.0,227,27
2024-04-21,4,7,U2,AMS,CDG,1106,16.0,1,10.0,0,5.8,5.0,4.3,0.4,2.9,11,Morning,Europe,Europe,EasyJet,1187.2,752.0,1939.2,248,30
2024-04-21,4,7,U2,FCO,AMS,1206,5.5,0,9.7,0,,,,,,12,Afternoon,Europe,Europe,EasyJet,408.1,258.5,666.6,805,97
2024-04-21,4,7,U2,IST,LHR,921,16.0,1,13.5,0,4.2,2.3,4.5,0.5,1.7,9,Morning,Europe,Europe,EasyJet,1187.2,752.0,1939.2,1545,185
2024-04-21,4,7,U2,IST,AMS,2031,-1.9,0,2.5,0,,,,,,20,Evening,Europe,Europe,EasyJet,0.0,0.0,0.0,1356,163
2024-04-21,4,7,U2,MUC,AMS,1213,7.6,0,1.4,0,,,,,,12,Afternoon,Europe,Europe,EasyJet,563.92,357.2,921.1199999999999,412,49
2024-04-21,4,7,U2,LGW,CDG,2203,-5.9,0,-3.7,0,,,,,,22,Night,Europe,Europe,EasyJet,0.0,0.0,0.0,191,23
2024-04-21,4,7,BA,FRA,DOH,1718,3.3,0,-2.7,0,,,,,,17,Evening,Europe,Middle East,British Airways,244.86,155.1,399.96000000000004,2849,342
